epoch,step,train_loss_epoch,train_loss_step,val_loss
80,161,,,0.6153714656829834
80,161,0.5007892847061157,,
81,163,,,0.6146773099899292
81,163,0.4969636797904968,,
82,165,,,0.6146747469902039
82,165,0.4929828643798828,,
83,167,,,0.6150235533714294
83,167,0.48907485604286194,,
84,169,,,0.6151541471481323
84,169,0.48512691259384155,,
85,171,,,0.6156267523765564
85,171,0.4811393916606903,,
86,173,,,0.6164504289627075
86,173,0.47722485661506653,,
87,175,,,0.6175387501716614
87,175,0.47323328256607056,,
88,177,,,0.6175482273101807
88,177,0.4690369963645935,,
89,179,,,0.618119478225708
89,179,0.46480852365493774,,
90,181,,,0.6176210641860962
90,181,0.46058690547943115,,
91,183,,,0.6176877617835999
91,183,0.4564715623855591,,
92,185,,,0.6176526546478271
92,185,0.4521417021751404,,
